,product_id,seller_id,seller_name,seller_level,all_time_quantity_sold,category_id,category_name,day_ago_created,discount,discount_rate,favourite_count,gift_item_title,inventory_status,inventory_type,list_price,quantity_sold,rating_average,review_count,url,configurable_products,1_star_count,1_star_percent,2_star_count,2_star_percent,3_star_count,3_star_percent,4_star_count,4_star_percent,5_star_count,5_star_percent,completion_time
23,121242333,212803,Thành Nhân SINCE 1994,OFFICIAL_STORE,8.0,1838,Chuột Văn Phòng Không Dây,527,0,0,0,0 quà tặng kèm,available,backorder,1490000,8,5.0,2,https://tiki.vn/product-p121242333.html?spid=121242340,[],0,0,0,0,0,0,0,0,2,100,2023-05-27 00:38:56.184894
24,76749388,27572,NGUYENVUSTORE,TRUSTED_STORE,94.0,1838,Chuột Văn Phòng Không Dây,848,510000,20,0,0 quà tặng kèm,available,backorder,2490000,94,4.8,34,https://tiki.vn/product-p76749388.html?spid=78953910,[],1,2,1,3,0,0,1,3,31,92,2023-05-27 00:38:58.369150
25,173058453,192004,Logitech Official Store,OFFICIAL_STORE,680.0,1838,Chuột Văn Phòng Không Dây,422,326000,36,0,0 quà tặng kèm,available,instock,899000,680,5.0,148,https://tiki.vn/product-p173058453.html?spid=173058457,"[[173058456, 'Chuột không dây bluetooth Logitech POP MOUSE - giảm ồn, nút emoji tùy chỉnh - Hàng chính hãng - Màu Hồng HeartBreaker', 'Màu Hồng HeartBreaker', 573000, 'available'], [173058454, 'Chuột không dây bluetooth Logitech POP MOUSE - giảm ồn, nút emoji tùy chỉnh - Hàng chính hãng - Màu Vàng Blast', 'Màu Vàng Blast', 573000, 'available'], [173058458, 'Chuột không dây bluetooth Logitech POP MOUSE - giảm ồn, nút emoji tùy chỉnh - Hàng chính hãng - Màu Tím Daydream', 'Màu Tím Daydream', 573000, 'available'], [217462389, 'Chuột không dây bluetooth Logitech POP MOUSE - giảm ồn, nút emoji tùy chỉnh - Hàng chính hãng - Màu Tím Lavender', 'Màu Tím Lavender', 585000, 'available'], [217462391, 'Chuột không dây bluetooth Logitech POP MOUSE - giảm ồn, nút emoji tùy chỉnh - Hàng chính hãng - Màu Xám Mist Sand', 'Màu Xám Mist Sand', 585000, 'available']]",1,1,1,1,2,1,5,4,139,93,2023-05-27 00:39:00.276780
26,160305471,915,Nova Computer,TRUSTED_STORE,1.0,1838,Chuột Văn Phòng Không Dây,487,101000,5,0,0 quà tặng kèm,available,backorder,2190000,1,5.0,1,https://tiki.vn/product-p160305471.html?spid=181171045,"[[160305474, 'Chuột không dây Bluetooth Logitech MX Master 3 - Hàng chính hãng - Đen', 'Đen', 2089000, 'available']]",0,0,0,0,0,0,0,0,1,100,2023-05-27 00:39:01.841851
27,177968160,915,Nova Computer,TRUSTED_STORE,,1838,Chuột Văn Phòng Không Dây,386,100000,5,0,0 quà tặng kèm,available,backorder,2190000,0,0.0,0,https://tiki.vn/product-p177968160.html?spid=185435275,[],0,0,0,0,0,0,0,0,0,0,2023-05-27 00:39:03.450913
28,217085368,333,Trọng Ân audio,TRUSTED_STORE,,1838,Chuột Văn Phòng Không Dây,110,0,0,0,0 quà tặng kèm,available,backorder,1090000,0,0.0,0,https://tiki.vn/product-p217085368.html?spid=249354275,[],0,0,0,0,0,0,0,0,0,0,2023-05-27 00:39:05.016992
29,217085384,162514,Long Hưng TechZone,OFFICIAL_STORE,,1838,Chuột Văn Phòng Không Dây,110,670000,29,0,0 quà tặng kèm,available,backorder,2299000,0,0.0,0,https://tiki.vn/product-p217085384.html?spid=217085385,[],0,0,0,0,0,0,0,0,0,0,2023-05-27 00:39:06.605305
30,151575793,280245,RAPOO Official Store,OFFICIAL_STORE,22.0,1838,Chuột Văn Phòng Không Dây,522,541000,39,0,0 quà tặng kèm,available,instock,1390000,22,4.0,2,https://tiki.vn/product-p151575793.html?spid=201845852,[],0,0,0,0,0,0,2,100,0,0,2023-05-27 00:39:08.165174
31,151570429,280245,RAPOO Official Store,OFFICIAL_STORE,130.0,1838,Chuột Văn Phòng Không Dây,522,200000,29,0,0 quà tặng kèm,available,backorder,699000,130,4.8,22,https://tiki.vn/product-p151570429.html?spid=174865152,[],0,0,0,0,1,4,2,9,19,87,2023-05-27 00:39:10.158485
32,76558983,117888,Sido Tech Official Store,OFFICIAL_STORE,166.0,1838,Chuột Văn Phòng Không Dây,849,2000,2,0,0 quà tặng kèm,available,backorder,119000,166,4.5,39,https://tiki.vn/product-p76558983.html?spid=76558987,"[[76558984, 'Chuột Không Dây Sạc Pin Máy Tính Sidotech M2S Chống Ồn Thiết Kế Công Thái Học Đèn LED RGB Thuộc Dòng Chuột Không Dây Gaming Logitech Fuhlen Xiaomi Apple Genius Dell Phù Hợp Cho Laptop Pc TV - Hàng Chính Hãng - Màu Đen', 'Màu Đen', 119000, 'available'], [76558986, 'Chuột Không Dây Sạc Pin Máy Tính Sidotech M2S Chống Ồn Thiết Kế Công Thái Học Đèn LED RGB Thuộc Dòng Chuột Không Dây Gaming Logitech Fuhlen Xiaomi Apple Genius Dell Phù Hợp Cho Laptop Pc TV - Hàng Chính Hãng - Màu trắng', 'Màu trắng', 117000, 'available']]",2,5,0,0,0,0,10,25,27,70,2023-05-27 00:39:11.809078
